company_id,employee_count_latest,follower_count_latest
89796106,21,4970
251337,11,24367
15886201,193,1086
435208,528,54705
41333,1514,17442
99093905,8,186
67021,397,2773
2275164,170,1716
4995343,71,2157
40969985,34,12369
2695315,10,138
71070480,3,2813
2798492,8,140
44254,29,17074
542719,12,70
223957,19,12951
4376,4339,125636
2027711,80,806
156059,804,14661
79859,1044,8962
2604933,278,31280
3100120,123,22625
80281350,60,657
82092702,1,833
13021252,37,2616
18907151,7,5973
55178913,29,7826
2337615,15,171
9430,917,36781
13049834,11,1503
21642,1705,14239
19595,750,37651
18759444,3,25101
93631951,3,11
99013062,4,63
471086,402,7164
470652,101,12041
16184330,563,16592
15992428,304,4145
49284,2014,79469
2329087,3,7827
3025562,376,19781
18316901,18,378
2042616,13,10220
13188,2563,115994
92924105,2,28
67220856,5,5932
147038,239,14591
66900474,18,18886
1047174,490,3404
606295,163,2218
8703927,15,51
1669537,34,328
16764,2735,44227
110767,51,1280
82387,472,18042
357882,1420,67271
96882369,15,423
1600946,1590,12856
502982,915,18867
38040301,39,2163
22533177,0,995
20845,1189,9464
68794,62,2559
1084020,133,15964
3570660,382,35363
99263638,7,334
3111324,12,284
7944399,426,110573
1124641,134,1872
44012,66,40289
8908096,72,241
96275225,0,17
90626155,9,26
25076635,60,878
3521364,291,20556
656158,895,8801
586673,557,1988
4124,1936,323813
29497,979,14802
28119561,69,7576
10554060,540,26317
5355640,31,463
59003879,89,1250
15929378,38,392
25356,98,3332
53262014,19,5744
10424759,147,6392
27200277,103,2654
1880308,32,15233
212571,108,10407
5198602,25,3005
162243,740,68084
58357,99,37716
801428,4837,110499
27091,51,8690
18292,3579,163958
33115,391,10368
837291,76,610
204445,5042,219993
42945570,10,59
2808921,109,11310
631358,7,4846
11046103,441,54303
36077585,21,765
19762,648,17112
99357145,8,359
743658,239,2597
3118913,3063,214459
69010887,41,2170
10831935,314,4396
74117663,6,4809
56801,959,88803
164808,1650,89220
1623306,84,2078
17895959,97,18772
99346358,3,59
37494,635,6345
1524357,164,3833
81142009,1,152
71138168,14,67
81558119,900,4454
96894308,1,30
14522609,2483,252477
1968173,103,1068
482238,185,17002
6435210,11,4037
103410956,0,2
56258,50,3457
57753,305,30033
2202547,27,3427
1639816,98,607
25067736,152,8238
4773048,52,528
144376,23,12300
81760,91,1919
16223675,17,117577
82828617,4,21969
28504765,54,556
390333,97,1452
23769122,41,121
67087932,19,2131
15707177,8,191
778731,136,427
15332133,281,1233
65833615,25,497
5376010,187,841
1782276,16,123
42431701,381,3779
101458877,3,12
3739576,173,588
16155562,15,238
1585410,103,1406
141634,453,2088
584401,244,1044
68318325,72,5629
37269899,90,1254
535088,210,2610
2210923,352,4012
3833780,91,1490
147666,322,6162
795551,22,458
79992870,4,8143
15091444,5,171
92588523,7,107
236155,22,777
18061915,25,44
89703239,40,2801
16015268,31,1024
126432,508,24529
986093,585,3425
9741300,19,817
2842574,60,997
18334985,11,804
3474437,12,45
1822067,185,3433
10661018,77,2183
19065753,31,2054
53369792,21,2121
96641222,2,725
969826,866,10899
53078978,37,3353
1207387,510,7142
10592886,904,20886
2056503,14,94
264216,513,4493
33311292,174,2437
37488374,20,2015
6622534,85,4842
5448253,26,43
81888485,13,657
89721830,9,444
166512,1285,29583
52312943,18,65
2585163,570,2159
67925219,15,4035
82810080,1,539
100150610,2,983
76475254,112,3686
83274871,3,16
7962718,11,5777
1179477,24,932
1197199,51,34924
89905439,2,369
51597452,30,181
108543,373,4955
366476,97,1204
619737,134,820
5040587,86,319
529600,316,9302
28665474,320,3353
3770145,176,6327
357957,264,4631
70416688,13,667
37781,624,7489
51865,269,10418
9238292,61,578
1363988,207,3820
28871137,71,19539
89881455,6,201
70095191,13,232
1284908,117,2483
3144239,14,6016
10485868,81,5856
17930841,378,15056
69057829,8,747
3973841,140,1545
64587923,1241,5575
101853765,0,2
70477433,35,6536
63655941,68,620
12658,700,12781
40722994,1,156
4024697,5,243
2992703,661,12730
2720225,22,301
119688,110,1401
51649570,2,18
484002,51,3854
90410371,41,349
51644666,14,1228
85862380,11,3443
8381,1071,6685
90411209,177,600
25750,182,9954
77710,70,1911
22296765,22,279
10482895,77,402
89723065,12,462
101849815,10,215
42320648,92,1910
79277,119,1598
74335050,26,69
3063563,52,294
1453914,46,1987
99304443,1,188
89525558,11,154
18137,2173,64609
77169664,22,60
99525753,1,737
18977718,568,32185
14003134,3,304
7449,4721,61976
849957,70,3548
2296993,322,4832
11416779,14,520
95704557,1,7
40810599,10,173
247790,117,2312
18212407,29,2289
7796505,6,312
58203092,97,1764
76885885,5,90
484735,31896,1359585
79492965,16,1295
77234081,2,138
88210593,2,11
79107362,26,5280
87982536,1,1030
15687129,1,32
37488959,20,121
40757197,13,48
16027,869,44521
2487896,24,25001
81964125,10,59
3778347,293,2094
15013,1325,14045
92584540,2,120
426144,254,4992
403646,258,2481
18074053,8,177
1698028,46,81248
28173564,224,11495
9392615,4548,59498
42841623,1,6620
1850706,6,32
34580,1828,18993
60608,122,2719
1022898,87,18900
19163454,57,8666
3002900,7,575
18866869,5,1063
16178570,280,917
3760004,159,2811
10202388,50,682
221915,1298,13000
6418784,108,1438
87212327,45,1302
7124511,21,274
80938105,5,3084
2088722,42,2626
81549389,7,705
108204,2622,31983
96585730,4,746
3047174,3,1321
2701198,11,8333
15258647,301,7436
18582686,41,280
40679097,29,1517
100273598,2,21
8240436,1,4
52177903,27,419
21541,248,91247
66289955,35,1948
63056,1002,21739
1023386,162,12246
113057,1671,15477
98689804,9,153
33318100,8,428
218097,643,20821
10365,3549,24948
101581929,0,31
77104590,128,5290
14428236,624,2057
4790380,64,7563
51614056,5,95
26535804,4,12381
70477313,3,207
60871217,12,67
245219,190,5711
102352461,2,16
94122742,15,782
3266384,54,458
65320905,66,9597
1408415,31,351
18641,5470,103935
6451216,278,23196
11787819,11,82
946084,23,971
62101,1365,8822
2322484,146,2255
89873587,11,35
5830,18886,37509
1649842,9,344
10423278,335,1334
3036427,355,21905
11823,20076,169430
36151952,6,1031
7790400,140,3815
98159010,0,264
16058744,2,48
74724460,38,2422
103410095,0,0
80216479,5,19
74952889,3,278
15564,68352,11953992
5263682,35,718
10243344,103,1214
40797183,5,104
2764432,183,2414
100895838,1,7
71757347,5,6604
18074929,325,12846
3112613,19,103
79956006,33,1441
2881706,125,1811
91148215,1,134
94163535,26,169
213550,89,1145
26515164,36,10589
6385880,19,3990
76641893,31,1813
231758,50,637
610475,148,1378
4827450,30,11981
22790,981,17899
1359624,1226,51268
10296591,169,1107
91659044,8,1336
81129,419,57605
11250876,119,26924
167024,10555,336880
5508,2870,54097
2520470,4,302
80392228,5,3808
1186641,27,128
41754,159,77476
1327829,44,989
8698610,220,2007
1286113,46,334
3014990,724,78687
7163,12694,281207
2634332,850,168000
10995060,129,28900
9201883,169,73278
11420962,6263,130908
3350876,17,301
1276166,1771,18329
75865873,7,19
1501722,68,298
1885974,1770,155506
64168,874,9712
10017468,2944,47859
703010,251,7535
2949041,198,1614
106071,1647,58393
8795906,16,487
442484,402,4673
40783,206,169459
346543,347,3074
80250781,31,6468
610108,249,7860
3269685,61,13495
670449,152,16635
94173771,4,28
3501176,19,1014
80782854,17,479
5411300,108,1190
115804,174,9541
1072529,366,12663
91309693,2,4
71759183,11,6291
81475182,21,337
64257419,20,840
1629106,403,37180
8014,1611,19167
1315779,17,212
14650,1286,101628
2563046,411,18267
14967,1156,22372
5128,6015,430645
926086,140,539
74615241,63,1654
5045143,1103,39462
1481892,15,363
10016224,2407,58846
101743457,0,1
65787040,128,790
1228140,112,22156
100899786,2,464
28595302,148,1469
4723171,2140,13326
77752228,29,1812
3658720,24,1453
2501820,11,7002
82107,417,17673
21087,625,7612
1177103,116,1466
7589034,125,3573
9363216,242,25309
101752890,0,1
3255851,82,4470
642062,541,11921
35657894,37,407
10378892,13325,56004
19122693,91,14165
119375,21,1749
28589430,645,2146
2773857,156,2580
3085403,62,1476
18870,11679,648233
14070157,157,3755
623716,590,4665
80214879,1,1053
2282,11008,9751872
93256204,14,1418
28439179,235,7304
2296178,1162,99249
75969,1846,65076
293541,5256,45016
20788,558,56756
1034220,313,6734
8099546,175,2182
37761,616,7905
114485,1708,57078
7998864,8,8
1015589,1125,128599
6346976,37,464
57029993,6,23
74687373,401,5622
32118,655,9024
81931778,101,3406
12150,1017,58545
54885339,7,158
9069775,275,6097
81585524,50,595
3320303,17,372
20488827,3,94
98996130,1,281
888055,107,1345
101841934,2,7
3998424,291,1776
69537410,238,7482
5458,5048,284116
3706420,1,744
77930714,10,752
11785783,10,76
80382309,810,30901
10009594,100,660
10794364,30165,434938
3742736,36,4062
6736818,870,98788
75835,610,51870
4794951,259,22866
2233984,1632,116589
18924689,186,5106
4826,4042,53005
11260291,242,14807
3309820,231,19955
2071234,175,2781
5548,3489,26705
7182018,5,8
1658799,402,3813
2210400,388,8493
30155276,254,4823
8172693,63,506
10668,5676,111633
4841593,31,847
18018898,228,30432
9238762,118,4870
2627350,275,2301
79126141,21,3927
2108532,60,1276
71285001,0,1806
63501381,46,86
1096648,77619,572371
2192142,310,3285
91431767,59,11117
84126489,466,9050
71546457,6,38
11170816,45,29573
18260923,1064,97885
2615743,14,360
1130907,594,10112
163644,2667,24475
5920,1738,33536
92750,8282,58319
18653967,473,11662
483347,424,45116
40771369,1383,20256
2251777,202,2307
2615835,186,49849
164705,1420,61830
44730,954,15649
19264,177,5829
2723098,1573,78360
86231,4003,75470
2417014,1124,51215
1319959,80,21975
2139901,469,14445
1228344,563,22111
71679139,6,14
19931134,212,1396
60339633,110,428
6853,2635,58376
6719734,89,766
165276,8581,90127
16439,757,33931
2320329,14713,532382
1560914,410,3652
2379384,166,13465
304863,609,58944
10533123,3,6674
82491697,3,29
16054358,44,326
34070,1156,50795
10051,7451,65439
51445,133,5323
2533593,516,32923
86325941,4,32
103649,382,5586
94883,315,6202
3125275,15,95
64896897,115,1011
166840,1790,12870
8447835,0,1
4869959,28,103523
57404291,537,1543
18789801,92,192228
24372,1975,9233
6732937,45,529
605815,116,3798
1030330,970,111318
79101279,117,3708
2608095,161,27827
34358,1100,30065
99161480,1,46
70819018,12,1058
28649902,76,1925
36098929,14,534
102296,18,12732
20273,972,16341
15575809,7,253
80076010,2,206
2911058,463,44961
2363384,70,12242
6509,3281,17132
103222,348,4543
10862420,116,1049
345348,119,7790
246750,735,5018
27238053,0,32
1577486,125,4041
9246095,247,2055
10887016,780,47091
4013,7564,267082
3718376,3415,85060
3806620,2764,195376
10526382,162,521
60540,533,40710
575810,106,3187
15954445,550,2282
93602500,0,662
2541700,672,5048
71336189,2,119
85356217,126,9261
8642628,34,5708
98833088,0,182
32062918,144,1382
8108,73720,258225
19887,339,19940
5905961,62,194
81968826,84,130
952784,76,6128
20571175,14,44
1495873,152,1445
3475514,52,2788
140342,91,2340
1458842,109,5291
68759913,1,25
2913460,113,1728
751004,134,549
33210974,5,460
6844514,93,359
2174866,266,4685
41966,1134,3538
400528,6445,326750
5344686,137,4597
67970965,49,158
7054,7190,153907
89984724,1,71
166075,822,22960
2432,12856,513682
18424892,8,5639
83350,399,1990
2506549,263,8872
88921,1189,45844
15215815,140,1907
2979375,91,1122
2345493,50,1055
59770,135,3017
1294561,68,483
6893,5363,55040
53541794,4,2118
29370706,68,12476
30749,386,1833
6059153,324,1499
11474958,1197,3657
165862,1647,26249
106129,482,10021
248184,797,130316
68681,905,3829
51651517,66,780
18231659,112,7899
3515485,39,331
20822,727,7472
52662,20242,1196480
91361772,7,3257
304447,62,1713
71550758,275,12171
76640213,4,364
56575410,2,31
69062933,3,59
3398,3561,401372
766262,222,2427
3822450,143,8782
4668,1676,28438
3298491,70,2011
221390,810,96849
79923,353,6699
31402435,86,302
30215,287,5097
1363642,151,5361
76430454,172,1034
2320275,386,14322
19011735,224,6013
205651,457,7053
97875194,6,723
2526913,141,65578
3936100,3,13
6303,2617,45898
10297362,111,12155
10891165,327,22088
27244848,93,643
162999,3155,38473
10367702,76,887
29341171,266,2413
26776,14299,135281
4790142,296,109519
82788172,110,2593
27383,39,75207
21786,2731,257098
16188311,31,1037
33232018,48,1444
272529,12,43
21675150,37,203
5392019,594,9229
84056,300,38153
644865,144,2768
631652,55,15677
3825114,575,2915
12863,4265,97213
5242205,127,10630
35518261,537,7362
64550438,84,29157
3007,11993,881538
2673934,20,2282
827928,142,1053
203731,45,116165
26173,1061,62149
217145,3092,71899
3742895,106,9101
3105337,218,137331
107903,969,62044
51177,1525,34859
165686,24592,1245463
166197,13597,124405
439909,668,409061
18562694,226,1744
78435524,0,951
7396,10764,111414
37558517,6,272
52642826,175,902
8632001,947,7306
1508,174819,1421862
3650661,95,829
3696174,38,1750
45537,73,2986
1228497,546,10070
96247847,6,49
233954,115,1474
3608,29146,2425975
60798,117,70449
162914,18806,60719
2129930,1223,40811
18105269,260,21377
1786002,658,71691
98999182,0,1410
18530708,55,1150
9205130,322,10660
10635824,30,996
96488571,8,69
82164338,318,42155
22283894,482,2170
28869,330,6815
3531884,288,10778
68648187,184,33129
17339,1238,58176
46024,1577,79036
18150622,130,250
29119627,59,6768
40778769,12,40
73789809,4,5236
81168034,3,19
71299189,215,15020
101649613,1,43
62669,596,10345
4520,6864,162602
74926572,2,121
70101649,197,2188
90423819,3,56
5859,2364,89849
1004269,20,238
49028,616,6531
410541,410,1311
88196683,8,43
5471,5260,144052
10544694,98,27595
2514540,153,14835
1843942,1067,33575
2487099,136,3333
960918,121,580
285628,503,14374
19070722,30,33009
13787,901,59872
10777665,212,4742
35525583,16,152
15257953,95,19274
3685800,142,7846
17315,2144,32530
11674,13195,316068
691458,2674,38236
35442490,103,2955
92923415,26,1920
74695589,13,331
81000318,27,182
2600726,231,20395
3824109,39,390
3711549,18,3713
965474,202,22780
45716,1625,15289
10001514,146,663
2047152,219,50461
71519554,388,7605
100966478,0,253
2815197,58,964
13719716,22,1909
3032528,5,4011
90427386,9,818
28154819,8,407
23342970,6,113
100134,771,16907
58964,834,20281
81845829,3,236
9204586,152,12654
200465,11159,154390
482962,1451,154554
2980,10751,172274
79338954,3,289
99025994,2,597
4059,41028,1580107
60788990,2,92
15244,1845,104620
5022019,50,10396
1757281,189,1085
74715827,31,2574
1160951,189,3986
9232507,609,67152
18043642,30,26945
4150008,24,10186
209424,703,13443
72624688,13,266
443119,205,838
68066148,240,20666
13251179,2800,136918
18257219,21,805
25647,815,21792
31610,802,4937
401545,422,18268
13489,8273,787318
846202,7,80
1189394,2775,12242
18409581,17,5484
6634109,7,326
69368352,1,1315
79858779,305,50313
91351297,3,24
74140747,68,553
96288225,1,176
27180004,12,584
11684118,62,4343
2840488,111,13796
10817835,931,20332
259864,67,2271
9472599,3,17983
9425697,46,2155
5654192,321,315
36015103,110,9396
11313740,6,167
2891295,250,984
77711881,33,1437
11251474,165,3115
325452,537,1212
33229863,0,1623
36547,753,13687
10498033,5,470
18365626,324,31954
27172942,869,6919
17927834,60,7171
100954536,4,336
94516,8012,349561
5366007,158,22462
318884,1450,12337
68272730,39,96049
4791980,71,2006
71267943,251,12625
11714437,68,1539
79095872,12,723
54814820,22,34
356311,120,2135
59765762,6,5
2250464,62,523
35584944,246,3610
3657,30213,743652
941677,574,2525
1951952,110,558
101762158,0,8
99546010,2,5
9224794,144,20411
64782960,3,387
10208087,28,91769
26425,105,861
647731,109,2524
79013926,25,1660
60322,382,26326
1047896,787,3768
165923,507,24465
10632872,78,1966
88687897,6,2534
1705633,50,177
28988214,27,1382
51700827,21,747
11473142,77,14303
1141810,147,1076
6570,10083,91740
19076380,29,37092
16236338,76,36017
102794506,1095,460247
670503,326,2666
86041588,797,108378
7080743,6,428
151258,46,6905
51075,569,9427
80993771,9,1372
100494608,6,62
5060482,137,4826
75155324,176,6875
29279018,31,15887
3961464,164,16030
830603,70,543
1215629,541,226647
16195758,19,4390
47997,61,3133
97174850,20,161
2840847,16,7632
2838505,193,18942
68296434,16,2197
32107,400,5912
72976,64,4154
101216890,20,1895
9453230,5141,10871
15862365,7,8976
3296572,87,2260
70392521,48,10253
684349,31,8773
87219466,5,1641
18264797,34,8935
99486423,11,2329
60389,511,6661
14812141,13,2161
14839430,2,1168
278243,29,6779
4870269,25,7432
1670700,178,13781
32032,348,5246
1243980,119,3185
18164646,47,35276
74367050,39,869
60120,59,5071
7967584,6,50
156656,382,11462
13658056,29,2426
36158618,85,7115
1286746,151,1152
3505550,587,34947
1087408,117,395562
11064780,51,923
60360,560,65702
3316,18675,139153
1283982,75,1808
74306759,17,2639
82537304,4,1433
11317510,82,2406
10286832,254,11105
80301394,3,143
14838529,18,19843
46648,497,421759
64645709,37,83
10051064,293,601
1189413,17,4757
3278172,22,2683
1151508,343,6085
29773,461,57926
3861577,7656,261362
1153096,1410,13469
7341,1997,109369
7928799,52,454
76880902,2,70
366287,156,2023
96133444,6,158
2599529,59,2002
165942,8059,21681
10970058,74,1379
2608676,254,13496
18208567,882,34538
1913817,331,1900
15519990,51,123
98591861,4,383
690867,133,5718
28663263,910,18691
80388285,4,43
18179239,56,4470
123696,109,4997
12991466,65,12241
76262847,5,775
105558,185,2844
64971067,11,9294
18399252,6,582
657475,41,59839
1129637,259,2831
469324,64,636
3886282,87,6715
382903,91,1104
3089057,31,2309
6402481,14,2540
14508644,249,102713
20503060,2,2421
3331503,816,32484
9219843,225,32303
75519117,7,51
254923,122,5007
74538801,9,233
71607371,99,18681
10443100,2,18
2197296,88,49145
3237769,27,15023
162436,1750,29913
10057893,89,15337
34237,2493,10547
2619868,62,2094
18485452,225,13359
54110209,42,5584
2085160,55,773
10950732,84,6632
11557250,15,76312
488281,647,350731
4912,194,32297
18835575,12,3661
38950,2012,33573
8000365,40,74
13316106,19,263
18617099,64,820
837566,74,1700
29283590,47,1534
11163,2561,5740
2904046,201,33988
241408,23,55897
166264,484,63626
3045278,12,6652
528199,836,2372
6508981,39,3060
31100404,46,3532
24403,115,7431
1311678,244,8492
72678520,4,45
11440,4358,60502
90376,141,2558
11843767,44,46104
96957621,7,3038
113436,148,1587
89190280,8,91
320132,143,20447
73514628,13,6626
96574027,16,79
3077586,155,91173
425698,228,58244
1049635,230,3132
31639,260,93872
12908209,43,910
52730,6516,88113
88799349,47,198
1898104,58,2010
10324459,134,15453
6839,6468,42901
38131776,238,10051
4554017,62,899
277986,376,5300
82505420,1,53
58146028,11,9
40807457,12,11050
101716578,0,428
80412354,5,59
40661516,166,16375
11369433,132,11888
79815,204,35717
1189796,56,688
33301910,51,7897
82292327,19,530
164336,4748,33203
361097,218,2680
1479721,22,18497
90068,348,15664
3008545,652,21793
74904301,180,5913
18823070,7,140
82996293,9,6959
162205,299,16107
5307822,106,2690
26305,2563,42280
11816572,5,10
1631222,280,7570
81552012,1,1340
3346075,385,24834
809218,1394,13503
8525342,27,4035
70268411,8,1522
15161148,370,6022
89726220,9,457
4857,30341,573970
10981144,365,51870
28147691,5,2768
23000,2954,64606
71716289,148,2520
25177185,38,1556
94217261,6,576
15701084,21,7570
136123,43,6558
1608191,69,649
1335118,413,21919
5303876,36,697
40936968,17,203
2124512,317,8241
456068,23,490
74364029,47,33861
2207698,69,2362
30611,268,5251
18921,627,95799
6377088,19,1110
100564,381,10809
5050924,328,23717
96168412,1,692
14782279,53,870
52116836,147,2091
16186265,564,12982
2919476,599,2637
73242866,10,37
1182553,17,596
88941457,51,156
7019291,62,320
1111845,158,825
3014350,6,131
18509910,17,57670
4221934,3896,56301
9341266,43,2426
19052015,1284,23961
16127,323,135603
69809957,7,1786
1459113,44,981
74946457,23,3991
40686583,6,112
92841605,23,15324
487950,98,2957
3573073,161,1713
2647784,185,27201
109766,362,24808
57171,510,6828
10305563,140,3557
9238167,25,1774
10243020,70,12678
15358150,14,88
235984,168,7834
756569,89,6062
9182321,1194,77662
98027,119,13934
1328834,702,30230
5275921,99,1856
961273,143,29340
974098,9975,37868
24595636,53,831
76743415,58,494
3128778,376,7654
40689305,6,5375
82510955,12,110
354870,426,61509
326218,38,309
2746644,25,182
10779758,139,13165
10774599,289,14439
29274101,22,16908
54325,1993,113331
10193891,63,173
1452948,524,105965
71353945,7,4277
166241,1584,184083
326835,72,9047
10132185,24,1579
6622886,11,7079
17926613,29,865
57189496,68,596
89750232,67,2464
3887559,572,5422
37512,430,7868
41222,174,7599
18216944,165,4337
484969,4535,181256
4477142,17,173
35601159,21,1934
2935380,83,99838
38113,1239,22531
106069,23,2976
11463828,58,788
33307719,29,3351
413667,553,7903
65784,718,6783
2525728,25,746
9476379,65,186
2659878,75,13281
60668144,61,1830
12904405,7,587
34275,251,5021
586645,175,83222
34233,768,4332
80381133,44,673
72488877,45,78
4366361,11,7
350942,823,18799
1262896,170,2234
96663951,2,5
5878,298,22493
44072,1510,23634
75103348,47,2734
1366546,16,142
80498456,1,1277
9189272,109,16689
70507,1776,13618
2581754,25,567
1253581,13,347
1901416,376,9888
10634503,40,1019
2608049,111,955
98677863,1,1140
78292057,2,7642
22306569,4,3246
11002780,9,317
233922,73,73086
2331524,11,196
2786526,31,381
112076,735,10510
21026,1308,31520
11784644,57,27029
5356751,15,24543
2153,3292,260182
106083,182,182105
2915791,65,6521
75895,508,3262
16221941,13,81
35634275,15,30
901502,161,26217
35561,555,11949
3628082,277,2047
6412901,5,193
100273634,701,1355
123511,1636,22893
164234,3703,41945
624917,49,2009
13979784,46,2411
10628617,44,30031
97606,15,6832
23901,499,11010
10013095,14,159
81941852,3,51
1337571,1151,26595
79500056,99,82870
52159549,13,122
352855,424,872
11810741,13,1783
47170,58,1392
2732162,38,589
15218095,39,15137
770359,168,891
403393,170,9312
40814906,5,85
5529576,11,19
100153092,21,34716
462558,1108,5508
1116080,529,35405
73605,453,3812
6518533,444,9308
33459161,12,1349
57526157,8,112
27229436,8,8506
89971810,17,90
102431186,0,25
2012403,103,1376
92570604,2,485
77580969,21,13000
9464,3664,55031
102839299,1,9
89224,69,9870
27290,4724,79129
100325012,0,144
28788105,1304,65561
99111197,1,7
33649,1713,59038
27225560,17,1242
89878417,15,27257
59584636,6,31
10312695,27,4633
110226,117,3361
91175705,3,3250
2831762,4605,22537
1089558,48,21030
99019748,5,3545
4031911,685,6517
614775,55,22131
216922,103,23692
2490,29427,565946
89626307,1,226
9334204,391,16721
35671596,26,1128
96648478,1,143
1806790,7,68
9949014,27,251
20327408,54,4964
1160138,85,2111
722490,242,4457
3307823,56,7552
16241042,313,4012
53824769,15,12
37061987,1245,48965
53509342,13,5178
1324164,59,1240
1498833,36,41455
4224618,168,707
79886558,19,23361
74374474,36,2465
76918,1233,8472
253815,824,6433
27230924,41,2459
17916205,331,13338
924962,437,11392
15124,126,82446
27099326,54,106
1615645,32,39846
987613,63,5155
96935586,6,618
74511026,20,3612
89869523,24093,17990
18690308,19,1107
56862,32,50666
82559090,32,2790
11019,2001,39422
9312786,58,7249
35693578,132,11712
3311632,562,14382
215656,225,6528
98860562,21,88
1285745,128,2560
45975,81,5396
11150948,28,2086
2269862,70,52288
148590,49,36316
97413487,1,1590
89572737,0,108
6431713,45,1060
5106598,53,17842
35604921,182,1934
22317555,14,119
27604,120,13327
82025433,128,577
1375914,1878,33926
155154,125,2371
206800,49,145927
6444370,607,9038
76635368,2281,27324
145077,266,4329
37272664,6,7136
64744369,5,1062
78853109,138,8721
14995,1033,7446
59557,13,4977
265120,36,1366
75744349,26,2950
8210641,41,346
7197240,142,596
2511837,113,11315
46954,772,42286
11506900,611,37103
1772344,2,981
1517,4098,139444
3263362,82,5512
1025207,1526,22890
17957408,219,1854
10021476,31,1173
3356865,56,30042
74341855,40,1319
48217,280,3604
15634457,29,345
2806184,100,24291
19071137,159,4068
2736320,271,7258
91489788,11,281
15513355,7,143
13421,5725,167435
35672438,13,7810
795290,55,46747
52065,490,21301
10141417,11,1743
828170,136,93564
75068177,6,19502
9221,3303,48059
3269250,978,11945
18481837,31,19099
27057164,24,10600
65451594,70,2446
37027,421,22201
1228837,125,25913
17847,1774,28342
81484415,2,39
1368864,703,16377
3937514,138,934
87713386,3,12
3243324,15,1200
51727805,2,10
1392689,484,4213
62942,38,9650
115624,96,2123
100304404,10,112
10347780,233,16947
1314202,5,1962
24765,558,6406
1359521,32,9804
2552423,25,5680
27102121,31,948
3019147,88,20170
2569274,17,75835
28958655,39,2956
3192599,45,148
41315,2464,102729
65614241,7,560
18342187,130,6133
9506368,209,4119
3233382,146,11622
95716950,13,887
79992924,949,40325
6724637,108,333
263996,191,1980
855005,69,6482
11330413,1016,16673
74063,255,20057
10040835,8,192
5139,1711,47347
248494,235,17816
10075796,21,5498
799057,144,6028
2910514,125,2184
65229,139,20810
11022681,1602,12527
68284249,104,9667
74352394,358,45564
98425301,7,137
35451465,49,6770
16057799,49,2781
10631691,29,2512
163672,492,12840
2998033,699,95493
73982890,140,4308
1216717,77,1028
1351156,56,9489
16160122,39,396
1131351,1835,46451
7969790,70,3127
144086,474,11607
1388304,46,3105
25047510,14,1144
4837940,160,39303
6993,11350,378867
251336,214,44444
64893727,231,6164
10299491,16,309
101964649,11,360
109824,144,3024
15267807,21,29
101700804,0,0
79724057,13,2716
65587,80,7327
2521528,584,3327
59421471,1,3
80786371,22,5453
97413,684,11322
1253950,241,8854
101720839,1,867
82471,178,5277
119291,6,9603
5216276,450,20716
13284458,108,17467
734752,1156,26015
112948,145,552249
3808676,376,33096
4648472,250,2231
1620907,45,1988
18161797,631,44867
880669,85,1016
28589574,22,5672
1182531,14,2924
1031662,92,1754
23712610,113,7014
93350880,20,470
2087756,113,26121
606478,117,843
1033540,101,1878
16529,1346,508689
34771261,69,3051
35473366,28,125
71954,152,6613
2430577,31,23407
18628979,59,217
2847498,23,291
6652390,451,20790
19230941,29,614
2924743,15,58906
1045120,394,10309
1234587,49,2554
9264236,129,101723
99122842,7,127
64896014,12,663
166124,66,58046
136203,421,45010
99398043,1,1
49577,132,20085
6583153,286,20505
20153896,21,7672
32563,74,29467
16265050,8,311
114213,206,8733
25050544,3399,24781
40656855,15,89
70802206,16,15
143993,104,12020
2302548,14,3385
10330889,174,11942
13328290,90,16759
93273189,11,57
90593556,24,179
747679,85,1565
61482,583,15093
10583513,112,83965
149434,16,8170
96880536,10,7412
493857,130,2349
37862,929,2014
55855,73,101395
2594164,66176,525475
3282769,63,2263
91372234,8,73
35491785,18,2381
80919,178,11091
2903834,17,760
35627712,18,29112
537311,900,20227
15460,1300,23623
1791668,220,6652
23758287,64,6960
11158118,99,771
537246,120,85885
969725,97,3479
3802195,10,25820
2197876,2013,52302
33287110,48,4133
91383513,5,11
259589,470,382605
15163,8552,51551
379775,1207,13866
343264,355,18010
64254819,48,850
71582282,55,2678
1628890,131,18750
1043057,175,1085
1832103,29,1347
68839257,21,16339
1705878,158,6936
1832050,14,73
80847793,5,7589
80384816,3,167
77097700,32,637
68566,426,7989
1118764,609,11247
64261147,329,4051
3265166,245,3869
18706683,90,15429
2956803,149,1318
77295934,116,2856
426121,102,24908
1100068,120,8882
35634449,43,160
1054393,31,3341
204243,178,16583
76679731,56,2359
103383086,3,3
13362722,107,15212
42126806,257,55704
1271806,4054,31731
17877112,243,9246
33202713,38,59515
82304,243,7188
3806039,114,7996
99531182,3,59
55032,2354,28018
2446546,808,46302
277922,246,5558
65650186,92,8554
89352252,8,1246
15068,1682,54496
2353982,48,1920
9473780,129,8966
6573912,265,18875
18080343,48,679
2468875,235,55027
29020708,4,3518
18120647,18,909
89736016,11,98
2948811,2111,29850
5833,2754,48389
152765,98,56162
10860381,88,2280
10266768,43,2856
44431,113,20879
1618074,262,12608
12787,3864,27884
84551,152,120483
1375545,119,1352
16203188,16,7421
3112510,10,9573
2748494,12,393
59124440,18,389
43037,202,4654
69964,274,6975
2312147,40,603
65034840,942,26877
10989141,56,5383
28480,1059,324989
44061,643,5780
