salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
5999,3889426996,300000.0,,200000.0,YEARLY,USD,BASE_SALARY
6030,3889432200,25.0,,23.0,HOURLY,USD,BASE_SALARY
6048,3889428678,16.0,,14.0,HOURLY,USD,BASE_SALARY
6055,3889431472,20.0,,17.0,HOURLY,USD,BASE_SALARY
6056,3889429461,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
6059,3889426770,20.0,,16.0,HOURLY,USD,BASE_SALARY
6065,3889434912,110000.0,,85000.0,YEARLY,USD,BASE_SALARY
6073,3889441746,16.0,,15.0,HOURLY,USD,BASE_SALARY
6084,3889427799,28.0,,16.0,HOURLY,USD,BASE_SALARY
6090,3889438949,150480.0,,116280.0,YEARLY,USD,BASE_SALARY
6124,3886858394,128000.0,,64000.0,YEARLY,USD,BASE_SALARY
6131,3888405707,47.28,,30.0,HOURLY,USD,BASE_SALARY
6132,3886855611,128000.0,,64000.0,YEARLY,USD,BASE_SALARY
6149,3886860191,163000.0,,77000.0,YEARLY,USD,BASE_SALARY
6150,3886854694,128000.0,,64000.0,YEARLY,USD,BASE_SALARY
6156,3886854786,128000.0,,64000.0,YEARLY,USD,BASE_SALARY
6164,3888402844,47.28,,30.0,HOURLY,USD,BASE_SALARY
6182,3888408790,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
6183,3888412426,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
6184,3888412438,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
6186,3888409593,200000.0,,100000.0,YEARLY,USD,BASE_SALARY
6188,3888407978,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
6190,3888415012,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
6191,3888414170,150000.0,,60000.0,YEARLY,USD,BASE_SALARY
6193,3888410408,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
6194,3888414090,40.0,,27.0,HOURLY,USD,BASE_SALARY
6195,3888410410,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
6197,3888411468,120000.0,,70000.0,YEARLY,USD,BASE_SALARY
6198,3888408951,150000.0,,85000.0,YEARLY,USD,BASE_SALARY
6199,3888410413,145000.0,,100000.0,YEARLY,USD,BASE_SALARY
6200,3888411459,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
6201,3888410431,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
6202,3888410416,140000.0,,80000.0,YEARLY,USD,BASE_SALARY
6203,3888411458,35.0,,32.0,HOURLY,USD,BASE_SALARY
6204,3888408890,115000.0,,80000.0,YEARLY,USD,BASE_SALARY
6206,3888408976,250000.0,,120000.0,YEARLY,USD,BASE_SALARY
6211,3888411439,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
6212,3888412390,100000.0,,53000.0,YEARLY,USD,BASE_SALARY
6213,3888409584,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
6214,3888409638,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
6215,3888411436,200000.0,,100000.0,YEARLY,USD,BASE_SALARY
6216,3888409650,130000.0,,80000.0,YEARLY,USD,BASE_SALARY
6217,3888410415,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
6218,3888411457,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
6219,3888408974,145000.0,,110000.0,YEARLY,USD,BASE_SALARY
6223,3888409594,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
6226,3888412434,110000.0,,75000.0,YEARLY,USD,BASE_SALARY
6228,3888409642,200000.0,,140000.0,YEARLY,USD,BASE_SALARY
6229,3888409482,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
6230,3888410405,160000.0,,90000.0,YEARLY,USD,BASE_SALARY
6231,3888407963,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
6232,3888409254,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
6233,3888414183,150000.0,,90000.0,YEARLY,USD,BASE_SALARY
6235,3888411469,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
6236,3888409494,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
6240,3888409561,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
6242,3888414194,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
6243,3888412469,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
6246,3888402613,145000.0,,90000.0,YEARLY,USD,BASE_SALARY
6247,3888407242,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
6250,3888414218,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
6252,3888412229,105000.0,,85000.0,YEARLY,USD,BASE_SALARY
6253,3888402616,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
6256,3888406505,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
6257,3888402590,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
6258,3888404932,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
6259,3888408964,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
6262,3888402617,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
6263,3888412450,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
6264,3888410425,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
6265,3888404629,200000.0,,140000.0,YEARLY,USD,BASE_SALARY
6266,3888405934,85000.0,,60000.0,YEARLY,USD,BASE_SALARY
6267,3888414092,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
6269,3888401849,120000.0,,75000.0,YEARLY,USD,BASE_SALARY
6270,3888405629,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
6272,3888401856,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
6273,3888412339,130000.0,,80000.0,YEARLY,USD,BASE_SALARY
6274,3888401843,95000.0,,75000.0,YEARLY,USD,BASE_SALARY
6275,3888401848,110000.0,,75000.0,YEARLY,USD,BASE_SALARY
6276,3888410449,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
6277,3888404947,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
6278,3888413259,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
6279,3888402619,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
6280,3888408404,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
6281,3888411443,200000.0,,100000.0,YEARLY,USD,BASE_SALARY
6282,3888411415,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
6283,3888401847,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
6284,3888402606,120000.0,,75000.0,YEARLY,USD,BASE_SALARY
6285,3888406475,105000.0,,75000.0,YEARLY,USD,BASE_SALARY
6286,3888413301,110000.0,,70000.0,YEARLY,USD,BASE_SALARY
6287,3888412080,170000.0,,134000.0,YEARLY,USD,BASE_SALARY
6288,3888408970,130000.0,,80000.0,YEARLY,USD,BASE_SALARY
6290,3888409183,85000.0,,67000.0,YEARLY,USD,BASE_SALARY
6293,3888408122,120000.0,,75000.0,YEARLY,USD,BASE_SALARY
6302,3886865557,,20.0,,HOURLY,USD,BASE_SALARY
6304,3888411504,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
6306,3888413244,200000.0,,100000.0,YEARLY,USD,BASE_SALARY
6307,3888402628,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
6309,3888401886,30.0,,20.0,HOURLY,USD,BASE_SALARY
6310,3888407231,150000.0,,137000.0,YEARLY,USD,BASE_SALARY
6311,3888408451,125000.0,,85000.0,YEARLY,USD,BASE_SALARY
6313,3888409660,160000.0,,105000.0,YEARLY,USD,BASE_SALARY
6315,3888405470,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
6319,3888405460,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
6322,3888412460,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
6323,3889477786,304000.0,,226000.0,YEARLY,USD,BASE_SALARY
6324,3888415008,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
6326,3888404848,120000.0,,85000.0,YEARLY,USD,BASE_SALARY
6328,3888414208,180000.0,,120000.0,YEARLY,USD,BASE_SALARY
6329,3888414068,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
6331,3886869023,70.0,,40.0,HOURLY,USD,BASE_SALARY
6332,3888407972,35.0,,25.0,HOURLY,USD,BASE_SALARY
6335,3888414236,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
6336,3888402618,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
6338,3888409409,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
6339,3888412249,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
6340,3888406801,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
6341,3888403603,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
6343,3888402690,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
6353,3888415014,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
6358,3888406509,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
6362,3889478711,304000.0,,226000.0,YEARLY,USD,BASE_SALARY
6364,3888404654,105000.0,,85000.0,YEARLY,USD,BASE_SALARY
6365,3889478626,251000.0,,177000.0,YEARLY,USD,BASE_SALARY
6372,3888409307,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
6377,3886868051,70.0,,45.0,HOURLY,USD,BASE_SALARY
6378,3888413022,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
6379,3886869031,70.0,,45.0,HOURLY,USD,BASE_SALARY
6380,3888403636,170000.0,,120000.0,YEARLY,USD,BASE_SALARY
6381,3888411476,30.0,,25.0,HOURLY,USD,BASE_SALARY
6382,3888409177,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
6383,3888402607,120000.0,,75000.0,YEARLY,USD,BASE_SALARY
6386,3888411444,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
6388,3888409492,140000.0,,91000.0,YEARLY,USD,BASE_SALARY
6390,3886869083,26.0,,20.0,HOURLY,USD,BASE_SALARY
6391,3888408478,85000.0,,67000.0,YEARLY,USD,BASE_SALARY
6392,3886864489,25.5,,15.5,HOURLY,USD,BASE_SALARY
6399,3888415099,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
6400,3888409640,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
6401,3888409176,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
6408,3888401836,180000.0,,120000.0,YEARLY,USD,BASE_SALARY
6410,3886865506,70.0,,50.0,HOURLY,USD,BASE_SALARY
6411,3888411462,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
6416,3888410081,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
6424,3888407252,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
6427,3888407230,135000.0,,125000.0,YEARLY,USD,BASE_SALARY
6435,3889477742,251000.0,,177000.0,YEARLY,USD,BASE_SALARY
6438,3888404709,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
6452,3888409590,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
6460,3888404609,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
6466,3889487971,150000.0,,125001.0,YEARLY,USD,BASE_SALARY
6469,3886862743,70.0,,45.0,HOURLY,USD,BASE_SALARY
6474,3889475936,304000.0,,226000.0,YEARLY,USD,BASE_SALARY
6476,3886862708,62.36,,39.74,HOURLY,USD,BASE_SALARY
6482,3888412414,125000.0,,110000.0,YEARLY,USD,BASE_SALARY
6485,3886862709,,19.0,,HOURLY,USD,BASE_SALARY
6493,3888407774,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
6494,3889494967,30.0,,26.0,HOURLY,USD,BASE_SALARY
6498,3888401857,120000.0,,95000.0,YEARLY,USD,BASE_SALARY
6505,3888413237,210000.0,,120000.0,YEARLY,USD,BASE_SALARY
6508,3889703195,30.0,,27.0,HOURLY,USD,BASE_SALARY
6510,3888403637,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
6521,3888408980,130000.0,,80000.0,YEARLY,USD,BASE_SALARY
6525,3889480544,304000.0,,226000.0,YEARLY,USD,BASE_SALARY
6538,3889476860,251000.0,,177000.0,YEARLY,USD,BASE_SALARY
6549,3886876700,88000.0,,74000.0,YEARLY,USD,BASE_SALARY
6556,3888476855,16.3,,14.0,HOURLY,USD,BASE_SALARY
6567,3889716821,21.8,,15.0,HOURLY,USD,BASE_SALARY
6568,3886895713,75.0,,70.0,HOURLY,USD,BASE_SALARY
6569,3889711631,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6579,3889707884,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6583,3889720311,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
6587,3889710614,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6606,3889717570,80000.0,,20000.0,YEARLY,USD,BASE_SALARY
6607,3889716068,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6608,3889708927,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6609,3889719527,21.8,,15.0,HOURLY,USD,BASE_SALARY
6610,3889711746,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6619,3889708876,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6623,3889720320,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
6634,3889711507,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6639,3889720299,92456.0,,45073.0,YEARLY,USD,BASE_SALARY
6644,3889713313,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6648,3889715106,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6649,3889715868,21.8,,15.0,HOURLY,USD,BASE_SALARY
6651,3889719442,90000.0,,25000.0,YEARLY,USD,BASE_SALARY
6656,3886890669,150.0,,60.0,HOURLY,USD,BASE_SALARY
6664,3889716009,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6678,3886896221,150.0,,60.0,HOURLY,USD,BASE_SALARY
6682,3886896336,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
6685,3889711792,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6686,3889721221,21.6,,15.9,HOURLY,USD,BASE_SALARY
6693,3889713231,28.0,,24.0,HOURLY,USD,BASE_SALARY
6699,3886894428,150.0,,60.0,HOURLY,USD,BASE_SALARY
6706,3889720191,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
6728,3889715800,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
6732,3889719413,56.06,,37.17,HOURLY,USD,BASE_SALARY
6733,3886890534,150.0,,60.0,HOURLY,USD,BASE_SALARY
6737,3889714097,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6749,3889719511,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
6753,3889740264,32.41,,32.41,HOURLY,USD,BASE_SALARY
6757,3888830068,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
6759,3888805468,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
6779,3889720385,19.65,,15.0,HOURLY,USD,BASE_SALARY
6793,3889719465,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
6794,3889714045,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6795,3889709234,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
6796,3886886224,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
6797,3889715841,80000.0,,20000.0,YEARLY,USD,BASE_SALARY
6805,3889707927,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6813,3889716814,19.65,,15.0,HOURLY,USD,BASE_SALARY
6815,3886896308,150.0,,60.0,HOURLY,USD,BASE_SALARY
6822,3886890947,,20.0,,HOURLY,USD,BASE_SALARY
6837,3887103338,120000.0,,105000.0,YEARLY,USD,BASE_SALARY
6852,3889710543,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6861,3889714724,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
6876,3889718508,90000.0,,25000.0,YEARLY,USD,BASE_SALARY
6883,3889720317,90000.0,,25000.0,YEARLY,USD,BASE_SALARY
6891,3886897308,150.0,,60.0,HOURLY,USD,BASE_SALARY
6896,3889716631,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
6909,3889712552,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6920,3889712408,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6923,3889716842,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
6930,3889719473,90000.0,,25000.0,YEARLY,USD,BASE_SALARY
6939,3889715023,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6940,3886880746,88000.0,,74000.0,YEARLY,USD,BASE_SALARY
6942,3889709607,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6944,3889720382,19.65,,15.0,HOURLY,USD,BASE_SALARY
6951,3889713175,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6959,3889715796,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
6988,3889714868,90000.0,,25000.0,YEARLY,USD,BASE_SALARY
6989,3889713229,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
6996,3889717601,24.75,,17.35,HOURLY,USD,BASE_SALARY
7000,3889707952,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7006,3889715024,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7010,3886893015,150.0,,60.0,HOURLY,USD,BASE_SALARY
7015,3886896702,55.0,,45.0,HOURLY,USD,BASE_SALARY
7022,3889710520,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7027,3889712391,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7037,3889711547,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7040,3889716112,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7042,3889711700,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7049,3889713311,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7052,3886882097,95000.0,,90000.0,YEARLY,USD,BASE_SALARY
7069,3886893768,150.0,,60.0,HOURLY,USD,BASE_SALARY
7079,3889710702,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7098,3889714114,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7108,3889712650,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7118,3889714828,51.52,,33.39,HOURLY,USD,BASE_SALARY
7123,3889713387,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7124,3886893605,45.0,,40.0,HOURLY,USD,BASE_SALARY
7128,3889715072,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7129,3886896641,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
7138,3889712483,28.0,,24.0,HOURLY,USD,BASE_SALARY
7145,3889718559,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7146,3888800957,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
7164,3888828173,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
7168,3889717517,92456.0,,45073.0,YEARLY,USD,BASE_SALARY
7177,3886879282,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
7179,3886897215,85.0,,60.0,HOURLY,USD,BASE_SALARY
7180,3889718529,80000.0,,20000.0,YEARLY,USD,BASE_SALARY
7183,3889714129,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7184,3888805452,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
7188,3889708894,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7194,3887105319,70.0,,50.0,HOURLY,USD,BASE_SALARY
7195,3886887479,110000.0,,65000.0,YEARLY,USD,BASE_SALARY
7203,3889707882,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7217,3886880295,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
7220,3889719502,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7222,3886880802,88000.0,,74000.0,YEARLY,USD,BASE_SALARY
7225,3889710675,28.0,,24.0,HOURLY,USD,BASE_SALARY
7228,3889715866,26.2,,17.6,HOURLY,USD,BASE_SALARY
7246,3889717397,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
7249,3889747149,54000.0,,50000.0,YEARLY,USD,BASE_SALARY
7253,3886884101,88000.0,,74000.0,YEARLY,USD,BASE_SALARY
7263,3886897157,150.0,,60.0,HOURLY,USD,BASE_SALARY
7276,3889718594,21.8,,15.0,HOURLY,USD,BASE_SALARY
7285,3889711698,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7289,3889716823,19.65,,15.0,HOURLY,USD,BASE_SALARY
7290,3889709756,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7307,3889709590,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7315,3886887339,,18.0,,HOURLY,USD,BASE_SALARY
7326,3889746247,54000.0,,50000.0,YEARLY,USD,BASE_SALARY
7333,3888806707,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
7336,3889709779,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7338,3889717419,59000.0,,49000.0,YEARLY,USD,BASE_SALARY
7339,3886897737,30.0,,20.0,HOURLY,USD,BASE_SALARY
7346,3888826116,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
7348,3889708878,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7350,3889712553,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7352,3889739297,32.41,,32.41,HOURLY,USD,BASE_SALARY
7355,3889710636,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7357,3886887167,23.0,,22.0,HOURLY,USD,BASE_SALARY
7363,3886894034,85.0,,65.0,HOURLY,USD,BASE_SALARY
7387,3886896900,60.0,,50.0,HOURLY,USD,BASE_SALARY
7390,3889711593,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7391,3889752905,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
7404,3889710640,350000.0,,125000.0,YEARLY,USD,BASE_SALARY
7408,3886881590,88000.0,,74000.0,YEARLY,USD,BASE_SALARY
7426,3889721121,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7435,3894873626,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7445,3894873651,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7454,3890892451,100000.0,,69000.0,YEARLY,USD,BASE_SALARY
7456,3894871909,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7467,3894877107,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7477,3890893439,30.0,,25.0,HOURLY,USD,BASE_SALARY
7478,3894209175,208580.0,,109130.0,YEARLY,USD,BASE_SALARY
7488,3894876317,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7500,3894873627,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7506,3894878053,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
7507,3894210192,230400.0,,120550.0,YEARLY,USD,BASE_SALARY
7508,3894875571,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7515,3894204628,230400.0,,120550.0,YEARLY,USD,BASE_SALARY
7516,3894876330,80000.0,,20000.0,YEARLY,USD,BASE_SALARY
7520,3894204675,230400.0,,120550.0,YEARLY,USD,BASE_SALARY
7521,3894871898,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7528,3894205276,85000.0,,35000.0,YEARLY,USD,BASE_SALARY
7530,3894872724,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
7533,3894204672,20.0,,20.0,HOURLY,USD,BASE_SALARY
7541,3894205499,208580.0,,109130.0,YEARLY,USD,BASE_SALARY
7542,3894876328,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7545,3894874604,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7547,3894878050,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7552,3894872715,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7558,3894872716,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7561,3894878036,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7562,3894877098,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7563,3894875559,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7566,3894208245,230400.0,,120550.0,YEARLY,USD,BASE_SALARY
7575,3894877101,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7584,3890895166,120000.0,,95000.0,YEARLY,USD,BASE_SALARY
7586,3894870996,92456.0,,45073.0,YEARLY,USD,BASE_SALARY
7597,3894877092,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7605,3894872701,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7610,3894874627,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7611,3894874618,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7612,3894874640,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7614,3894207323,230400.0,,120550.0,YEARLY,USD,BASE_SALARY
7616,3894874202,40160.0,,35360.0,YEARLY,USD,BASE_SALARY
7618,3894206740,141830.0,,74210.0,YEARLY,USD,BASE_SALARY
7620,3894877088,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7621,3894871901,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7628,3894874613,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7635,3894204683,161990.0,,89990.0,YEARLY,USD,BASE_SALARY
7649,3894873612,92456.0,,45073.0,YEARLY,USD,BASE_SALARY
7652,3894877109,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7655,3894871907,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7669,3894874603,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7670,3894876332,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7682,3894878020,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7692,3894877085,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7695,3894864640,,19.0,,HOURLY,USD,BASE_SALARY
7701,3894876325,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7725,3894872711,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7727,3890892515,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
7735,3894876314,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7738,3894886924,72.0,,40.0,HOURLY,USD,BASE_SALARY
7739,3894871924,50000.0,,25000.0,YEARLY,USD,BASE_SALARY
7740,3894205936,189530.0,,99160.0,YEARLY,USD,BASE_SALARY
7744,3890893608,80000.0,,55000.0,YEARLY,USD,BASE_SALARY
7767,3894835985,50000.0,,30000.0,YEARLY,USD,BASE_SALARY
7795,3894214074,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
7807,3894889598,72.0,,40.0,HOURLY,USD,BASE_SALARY
7825,3894877083,90000.0,,20000.0,YEARLY,USD,BASE_SALARY
7852,3894876339,80000.0,,25000.0,YEARLY,USD,BASE_SALARY
7854,3894892246,72.0,,40.0,HOURLY,USD,BASE_SALARY
7880,3894865712,114700.0,,57300.0,YEARLY,USD,BASE_SALARY
7883,3894878234,26.75,,17.75,HOURLY,USD,BASE_SALARY
7887,3894211546,155880.0,,103920.0,YEARLY,USD,BASE_SALARY
7925,3891000175,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
7930,3890898284,85.0,,75.0,HOURLY,USD,BASE_SALARY
7965,3891004305,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
8008,3891004838,150.0,,60.0,HOURLY,USD,BASE_SALARY
8028,3894903997,200000.0,,75000.0,YEARLY,USD,BASE_SALARY
8041,3894911063,200000.0,,75000.0,YEARLY,USD,BASE_SALARY
8064,3891010319,140000.0,,140000.0,YEARLY,USD,BASE_SALARY
8067,3894222842,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
8075,3891007491,150.0,,60.0,HOURLY,USD,BASE_SALARY
8247,3891020307,65000.0,,40000.0,YEARLY,USD,BASE_SALARY
8286,3891023232,65000.0,,40000.0,YEARLY,USD,BASE_SALARY
8323,3891036923,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
